"TIMESTAMP","EQ_NAME","ATTR","VALUE","CALC_PROC"
"Feb 20 2015  5:41PM","PL_TB_G_T","DP","","PHD.PDI_16_0360"
"Feb 20 2015  5:41PM","PL_TB_G_T","CHOKE","","PHD.HC_16_0358"
"Feb 20 2015  5:41PM","PL_TB_G_T","ROUTING","","PHD.HY_16_0380"
"Feb 20 2015  5:41PM","PL_TB_G_T","PMFLD","",""
"Feb 20 2015  5:41PM","PL_TB_G_T","GASLIFT","","PHD.FIC_23_0766"
"Feb 20 2015  5:41PM","PL_TB_G_T","GROUP","",""
"Feb 20 2015  5:41PM","PL_TB_G_T","CLUSTER","",""
"Feb 20 2015  5:41PM","PL_TB_H_P","EQUIPMENT_NAME","H_P",""
"Feb 20 2015  5:41PM","PL_TB_H_P","EQUIPMENT_DESC","H Prod - Troll B",""
"Feb 20 2015  5:41PM","PL_TB_H_P","QOIL","","PHD.OFI_18_6796PA"
"Feb 20 2015  5:41PM","PL_TB_H_P","QWAT","","PHD.OFI_18_6796PB"
"Feb 20 2015  5:41PM","PL_TB_H_P","QLIQ","","PHD.OFI_18_6796PC"
"Feb 20 2015  5:41PM","PL_TB_H_P","QGAS","","PHD.OFI_18_6796PD"
"Feb 20 2015  5:41PM","PL_TB_H_P","WC","","PHD.OFFI_18_6796PA"
"Feb 20 2015  5:41PM","PL_TB_H_P","GOR","","PHD.OFFI_18_6796PB"
"Feb 20 2015  5:41PM","PL_TB_H_P","UCP","","PHD.PZTI_16_0612"
"Feb 20 2015  5:41PM","PL_TB_H_P","UCT","","PHD.TT_16_0611"
"Feb 20 2015  5:41PM","PL_TB_H_P","DCP","","PHD.PZTI_16_0613"
"Feb 20 2015  5:41PM","PL_TB_H_P","DP","","PHD.PDI_16_0610"
"Feb 20 2015  5:41PM","PL_TB_H_P","CHOKE","","PHD.HC_16_0608"
"Feb 20 2015  5:41PM","PL_TB_H_P","ROUTING","","PHD.HY_16_0630"
"Feb 20 2015  5:41PM","PL_TB_H_P","PMFLD","","PHD.PI_18_6701P"
"Feb 20 2015  5:41PM","PL_TB_H_P","GASLIFT","","PHD.FIC_23_0281"
"Feb 20 2015  5:41PM","PL_TB_H_P","GROUP","",""
"Feb 20 2015  5:41PM","PL_TB_H_P","CLUSTER","",""
"Feb 20 2015  5:41PM","PL_TB_H_T","EQUIPMENT_NAME","H_T",""
"Feb 20 2015  5:41PM","PL_TB_H_T","EQUIPMENT_DESC","H Test - Troll B",""
"Feb 20 2015  5:41PM","PL_TB_H_T","QOIL","","PHD.OFI_18_6796TA"
"Feb 20 2015  5:41PM","PL_TB_H_T","QWAT","","PHD.OFI_18_6796TB"
"Feb 20 2015  5:41PM","PL_TB_H_T","QLIQ","","PHD.OFI_18_6796TC"
"Feb 20 2015  5:41PM","PL_TB_H_T","QGAS","","PHD.OFI_18_6796TD"
"Feb 20 2015  5:41PM","PL_TB_H_T","WC","","PHD.OFFI_18_6796TA"
"Feb 20 2015  5:41PM","PL_TB_H_T","GOR","","PHD.OFFI_18_6796TB"
"Feb 20 2015  5:41PM","PL_TB_H_T","UCP","","PHD.PZTI_16_0662"
"Feb 20 2015  5:41PM","PL_TB_H_T","UCT","","PHD.TT_16_0661"
"Feb 20 2015  5:41PM","PL_TB_H_T","DCP","","PHD.PZTI_16_0663"
"Feb 20 2015  5:41PM","PL_TB_H_T","DP","","PHD.PDI_16_0660"
"Feb 20 2015  5:41PM","PL_TB_H_T","CHOKE","","PHD.HC_16_0658"
"Feb 20 2015  5:41PM","PL_TB_H_T","ROUTING","","PHD.HY_16_0680"
"Feb 20 2015  5:41PM","PL_TB_H_T","PMFLD","","PHD.PI_18_6701T"
"Feb 20 2015  5:41PM","PL_TB_H_T","GASLIFT","","PHD.FIC_23_0781"
"Feb 20 2015  5:41PM","PL_TB_H_T","GROUP","",""
"Feb 20 2015  5:41PM","PL_TB_H_T","CLUSTER","",""
"Feb 20 2015  5:41PM","PL_TB_I_P","EQUIPMENT_NAME","I_P",""
"Feb 20 2015  5:41PM","PL_TB_I_P","EQUIPMENT_DESC","I Prod - Troll B",""
"Feb 20 2015  5:41PM","PL_TB_I_P","QOIL","","PHD.OFI_18_6896PA"
"Feb 20 2015  5:41PM","PL_TB_I_P","QWAT","","PHD.OFI_18_6896PB"
"Feb 20 2015  5:41PM","PL_TB_I_P","QLIQ","","PHD.OFI_18_6896PC"
"Feb 20 2015  5:41PM","PL_TB_I_P","QGAS","","PHD.OFI_18_6896PD"
"Feb 20 2015  5:41PM","PL_TB_I_P","WC","","PHD.OFFI_18_6896PA"
"Feb 20 2015  5:41PM","PL_TB_I_P","GOR","","PHD.OFFI_18_6896PB"
"Feb 20 2015  5:41PM","PL_TB_I_P","UCP","","PHD.PZTI_16_0712"
"Feb 20 2015  5:41PM","PL_TB_I_P","UCT","","PHD.TT_16_0711"
"Feb 20 2015  5:41PM","PL_TB_I_P","DCP","","PHD.PZTI_16_0713"
"Feb 20 2015  5:41PM","PL_TB_I_P","DP","","PHD.PDI_16_0710"
"Feb 20 2015  5:41PM","PL_TB_I_P","CHOKE","","PHD.HC_16_0708"
"Feb 20 2015  5:41PM","PL_TB_I_P","ROUTING","","PHD.HY_16_0730"
"Feb 20 2015  5:41PM","PL_TB_I_P","PMFLD","","PHD.PI_18_6801P"
"Feb 20 2015  5:41PM","PL_TB_I_P","GASLIFT","","PHD.FIC_23_0286"
"Feb 20 2015  5:41PM","PL_TB_I_P","GROUP","",""
"Feb 20 2015  5:41PM","PL_TB_I_P","CLUSTER","",""
"Feb 20 2015  5:41PM","PL_TB_I_T","EQUIPMENT_NAME","I_T",""
"Feb 20 2015  5:41PM","PL_TB_I_T","EQUIPMENT_DESC","I Test - Troll B",""
"Feb 20 2015  5:41PM","PL_TB_I_T","QOIL","","PHD.OFI_18_6896TA"
"Feb 20 2015  5:41PM","PL_TB_I_T","QWAT","","PHD.OFI_18_6896TB"
"Feb 20 2015  5:41PM","PL_TB_I_T","QLIQ","","PHD.OFI_18_6896TC"
"Feb 20 2015  5:41PM","PL_TB_I_T","QGAS","","PHD.OFI_18_6896TD"
"Feb 20 2015  5:41PM","PL_TB_I_T","WC","","PHD.OFFI_18_6896TA"
"Feb 20 2015  5:41PM","PL_TB_I_T","GOR","","PHD.OFFI_18_6896TB"
"Feb 20 2015  5:41PM","PL_TB_I_T","UCP","","PHD.PZTI_16_0762"
"Feb 20 2015  5:41PM","PL_TB_I_T","UCT","","PHD.TT_16_0761"
"Feb 20 2015  5:41PM","PL_TB_I_T","DCP","","PHD.PZTI_16_0763"
"Feb 20 2015  5:41PM","PL_TB_I_T","DP","","PHD.PDI_16_0760"
"Feb 20 2015  5:41PM","PL_TB_I_T","CHOKE","","PHD.HC_16_0758"
"Feb 20 2015  5:41PM","PL_TB_I_T","ROUTING","","PHD.HY_16_0780"
"Feb 20 2015  5:41PM","PL_TB_I_T","PMFLD","","PHD.PI_18_6801T"
"Feb 20 2015  5:41PM","PL_TB_I_T","GASLIFT","","PHD.FIC_23_0786"
"Feb 20 2015  5:41PM","PL_TB_I_T","GROUP","",""
"Feb 20 2015  5:41PM","PL_TB_I_T","CLUSTER","",""
"Feb 20 2015  5:41PM","PL_TB_J_P","EQUIPMENT_NAME","J_P",""
"Feb 20 2015  5:41PM","PL_TB_J_P","EQUIPMENT_DESC","J Prod - Troll B",""
